Incident_ID,ResponseDate,CaseNumber,HundredBlock,Problem
"11/21/2018 20:55:31","2","SUSPI1B-Suspicious I/P","BPD181121-093470",""
"11/21/2018 18:27:49","2","DRUNKB-Drunk Person","BPD181121-093448",""
"11/21/2018 16:48:07","2","SUSPI2B-Suspicious J/O","BPD181121-093419",""
"11/21/2018 16:21:14","2","DRUNKB-Drunk Person","BPD181121-093410",""
"11/21/2018 15:30:56","2","PDACCB-Property Damage Acc","BPD181121-093391",""
"11/21/2018 15:45:53","2","PDACCB-Property Damage Acc","BPD181121-093397","20181121-0014978"
"11/21/2018 15:48:06","2","TRESP1B-Trespassing I/P","BPD181121-093398",""
"11/21/2018 13:43:17","2","TRESP1B-Trespassing I/P","BPD181121-093353",""
"11/21/2018 13:48:49","2","NOISEB-Noise Complaint","BPD181121-093354",""
"11/21/2018 15:21:23","2","PDACCB-Property Damage Acc","BPD181121-093383",""
"11/21/2018 15:23:59","2","PDACCB-Property Damage Acc","BPD181121-093386",""
"11/21/2018 15:26:24","2","PDACCB-Property Damage Acc","BPD181121-093387",""
"11/21/2018 14:11:02","2","TRESP1B-Trespassing I/P","BPD181121-093360",""
"11/21/2018 14:25:23","2","TRESP1B-Trespassing I/P","BPD181121-093363",""
"11/21/2018 09:38:52","2","CRTRE2B - Criminal Tresp J/O","BPD181121-093276",""
"11/21/2018 10:15:39","2","HAZARB-Hazard","BPD181121-093287",""
"11/21/2018 10:49:06","2","DISTU2B - Disturbance J/O","BPD181121-093298","20181121-0014967"
"11/21/2018 11:26:00","2","CIVILB - Civil Assist","BPD181121-093311",""
"11/21/2018 08:12:41","2","PDACCB-Property Damage Acc","BPD181121-093244","20181121-0014958"
"11/21/2018 08:49:16","2","PDACCB-Property Damage Acc","BPD181121-093259","20181121-0014961"
"11/20/2018 23:49:51","2","TRESP1B-Trespassing I/P","BPD181120-093203","20181121-0014953"
"11/21/2018 00:01:24","2","NOISEB-Noise Complaint","BPD181121-093204",""
"11/21/2018 00:02:04","2","DRUNKB-Drunk Person","BPD181121-093205","20181121-0014954"
"11/21/2018 02:00:08","2","NOISEB-Noise Complaint","BPD181121-093215",""
"11/21/2018 05:24:46","2","PDACCB-Property Damage Acc","BPD181121-093223","20181121-0014955"
"11/20/2018 22:00:22","2","NOISEB-Noise Complaint","BPD181120-093188",""
"11/20/2018 17:59:20","2","TRESP2B-Trespassing J/O","BPD181120-093146",""
"11/20/2018 18:03:32","2","TRESP2B-Trespassing J/O","BPD181120-093147",""
"11/20/2018 21:24:01","2","SUSPI2B-Suspicious J/O","BPD181120-093182",""
"11/20/2018 21:44:08","2","TRESP1B-Trespassing I/P","BPD181120-093186",""
"11/20/2018 18:44:30","2","PDACCB-Property Damage Acc","BPD181120-093161","20181120-0014947"
"11/20/2018 18:50:22","2","PDACCB-Property Damage Acc","BPD181120-093164","20181120-0014948"
"11/20/2018 19:04:34","2","SUSPI2B-Suspicious J/O","BPD181120-093168",""
"11/20/2018 19:39:37","2","SUSPI2B-Suspicious J/O","BPD181120-093166",""
"11/20/2018 17:05:25","2","LILAWB-Liquor Law","BPD181120-093132","20181120-0014940"
"11/20/2018 15:19:43","2","DISTU2B - Disturbance J/O","BPD181120-093106",""
"11/20/2018 16:19:05","2","NOISEB-Noise Complaint","BPD181120-093120",""
"11/20/2018 13:23:41","2","PDACCB-Property Damage Acc","BPD181120-093070",""
"11/20/2018 13:39:55","2","PDACCB-Property Damage Acc","BPD181120-093076",""
"11/20/2018 13:40:05","2","HAZARB-Hazard","BPD181120-093077",""
"11/20/2018 14:23:08","2","NOISEB-Noise Complaint","BPD181120-093091",""
"11/20/2018 14:29:01","2","NOISEB-Noise Complaint","BPD181120-093092",""
"11/20/2018 11:32:03","2","TRESP2B-Trespassing J/O","BPD181120-093036",""
"11/20/2018 11:37:37","2","PDACCB-Property Damage Acc","BPD181120-093039","20181120-0014925"
"11/20/2018 06:23:12","2","HAZARB-Hazard","BPD181120-092980",""
"11/20/2018 09:43:28","2","INEXP2B-Indecent Exposure J/O","BPD181120-093010",""
"11/20/2018 09:53:33","2","PDACCB-Property Damage Acc","BPD181120-093016","20181120-0014921"
"11/20/2018 03:12:23","2","NOISEB-Noise Complaint","BPD181120-092971",""
"11/20/2018 08:05:38","2","HAZARB-Hazard","BPD181120-092985",""
"11/19/2018 22:24:56","2","DRUNKB-Drunk Person","BPD181119-092958",""
"11/19/2018 23:34:54","2","DRUNKB-Drunk Person","BPD181119-092962",""
"11/20/2018 01:14:52","2","NOISEB-Noise Complaint","BPD181120-092966",""
"11/20/2018 01:35:25","2","NOISEB-Noise Complaint","BPD181120-092967",""
"11/19/2018 18:49:10","2","HARAS1B-Harassment I/P","BPD181119-092933",""
"11/19/2018 19:02:21","2","FRAUD2B-Fraud J/O","BPD181119-092936",""
"11/19/2018 15:44:45","2","SUSPI2B-Suspicious J/O","BPD181119-092880",""
"11/19/2018 17:17:32","2","DRUNKB-Drunk Person","BPD181119-092915",""
"11/19/2018 16:12:26","2","PDACCB-Property Damage Acc","BPD181119-092892",""
"11/19/2018 16:15:56","2","PDACCB-Property Damage Acc","BPD181119-092895",""
"11/19/2018 16:33:14","2","PDACCB-Property Damage Acc","BPD181119-092901",""
"11/19/2018 16:41:05","2","NOISEB-Noise Complaint","BPD181119-092904",""
"11/19/2018 17:02:22","2","PDACCB-Property Damage Acc","BPD181119-092908","20181119-0014906"
"11/19/2018 14:51:10","2","SUSPI2B-Suspicious J/O","BPD181119-092868","20181119-0014898"
"11/19/2018 15:03:08","2","TRESP1B-Trespassing I/P","BPD181119-092869","20181119-0014900"
"11/19/2018 13:56:50","2","PDACCB-Property Damage Acc","BPD181119-092855","20181119-0014895"
"11/19/2018 14:16:17","2","SUSPI2B-Suspicious J/O","BPD181119-092858",""
"11/19/2018 14:41:55","2","CRTRE3B - Criminal Tresp C","BPD181119-092865","20181119-0014902"
"11/19/2018 10:58:34","2","HARAS2B-Harassment J/O","BPD181119-092821",""
"11/19/2018 09:33:52","2","PDACCB-Property Damage Acc","BPD181119-092802","20181119-0014885"
"11/19/2018 07:48:44","2","CIVILB - Civil Assist","",""
"11/19/2018 09:00:41","2","SUSPI2B-Suspicious J/O","BPD181119-092792",""
"11/19/2018 09:08:03","2","ASSAU2B - Assault J/O","BPD181119-092794","20181119-0014883"
"11/18/2018 19:46:53","2","DRUNKB-Drunk Person","BPD181118-092701",""
"11/18/2018 20:01:36","2","HARAS2B-Harassment J/O","BPD181118-092703",""
"11/18/2018 23:45:45","2","NOISEB-Noise Complaint","BPD181118-092739",""
"11/19/2018 00:27:03","2","NOISEB-Noise Complaint","BPD181119-092750",""
"11/19/2018 00:43:43","2","NOISEB-Noise Complaint","BPD181119-092752",""
"11/19/2018 02:50:32","2","HARAS2B-Harassment J/O","BPD181119-092767",""
"11/18/2018 17:09:51","2","DISTU1B - Disturbance I/P","BPD181118-092673",""
"11/18/2018 14:24:47","2","PDACCB-Property Damage Acc","BPD181118-092640",""
"11/18/2018 15:15:27","2","HAZARB-Hazard","",""
"11/18/2018 15:51:08","2","PDACCB-Property Damage Acc","BPD181118-092656",""
"11/18/2018 21:08:29","2","HARAS2B-Harassment J/O","BPD181118-092713",""
"11/18/2018 21:15:33","2","DRUNKB-Drunk Person","BPD181118-092714","20181118-0014876"
"11/18/2018 21:17:09","2","HARAS2B-Harassment J/O","BPD181118-092715",""
"11/18/2018 21:35:59","2","SUSPI2B-Suspicious J/O","BPD181118-092718",""
"11/18/2018 22:05:50","2","DRUNKB-Drunk Person","BPD181118-092722",""
"11/18/2018 22:09:19","2","NOISEB-Noise Complaint","BPD181118-092723",""
"11/18/2018 23:02:58","2","DRUNKB-Drunk Person","BPD181118-092731","20181118-0014878"
"11/18/2018 11:37:35","2","TRESP1B-Trespassing I/P","BPD181118-092611",""
"11/18/2018 13:17:56","2","NOISEB-Noise Complaint","BPD181118-092630",""
"11/18/2018 12:37:35","2","TRESP1B-Trespassing I/P","BPD181118-092624",""
"11/18/2018 13:03:52","2","FRAUD2B-Fraud J/O","BPD181118-092627","20181118-0014864"
"11/18/2018 10:29:44","2","PDACCB-Property Damage Acc","BPD181118-092597","20181118-0014861"
"11/18/2018 09:01:54","2","HARAS2B-Harassment J/O","BPD181118-092583",""
"11/15/2018 21:47:27","2","SUSPI2B-Suspicious J/O","BPD181115-091976",""
"11/18/2018 06:50:11","2","NOISEB-Noise Complaint","BPD181118-092567",""
"11/18/2018 01:34:44","2","NOISEB-Noise Complaint","BPD181118-092548","20181118-0014854"
"11/18/2018 02:16:06","2","NOISEB-Noise Complaint","BPD181118-092556",""
"11/18/2018 05:11:26","2","NOISEB-Noise Complaint","BPD181118-092562",""
"11/17/2018 19:14:12","2","DISTU2B - Disturbance J/O","BPD181117-092501",""
"11/17/2018 19:39:23","2","HARAS2B-Harassment J/O","BPD181117-092504","20181117-0014846"
"11/17/2018 23:16:43","2","TRESP2B-Trespassing J/O","BPD181117-092537",""
"11/17/2018 23:32:26","2","CRTRE2B - Criminal Tresp J/O","BPD181117-092538","20181118-0014852"
"11/18/2018 00:13:06","2","TRESP1B-Trespassing I/P","BPD181118-092542","20181118-0014853"
"11/17/2018 20:25:04","2","PDACCB-Property Damage Acc","BPD181117-092507","20181117-0014849"
"11/17/2018 20:50:54","2","DISTU2B - Disturbance J/O","BPD181117-092515",""
"11/17/2018 21:11:32","2","SUSPI2B-Suspicious J/O","BPD181117-092518",""
"11/17/2018 21:51:42","2","DRUNKB-Drunk Person","BPD181117-092525",""
"11/17/2018 15:44:48","2","PDACCB-Property Damage Acc","BPD181117-092454","20181117-0014839"
"11/17/2018 15:52:58","2","PDACCB-Property Damage Acc","BPD181117-092457",""
"11/17/2018 06:02:21","2","TRESP1B-Trespassing I/P","BPD181117-092371",""
"11/17/2018 16:20:00","2","PDACCB-Property Damage Acc","BPD181117-092461",""
"11/17/2018 17:16:02","2","NOISEB-Noise Complaint","BPD181117-092473",""
"11/17/2018 17:19:05","2","PDACCB-Property Damage Acc","BPDBC181117-092474",""
"11/17/2018 17:21:32","2","NOISEB-Noise Complaint","BPD181117-092476",""
"11/17/2018 18:00:49","2","TRESP1B-Trespassing I/P","BPD181117-092483",""
"11/17/2018 10:48:25","2","LILAWB-Liquor Law","BPD181117-092404","20181117-0014828"
"11/17/2018 10:50:18","2","TRESP1B-Trespassing I/P","BPD181117-092405",""
"11/17/2018 02:20:09","2","DRUNKB-Drunk Person","BPD181117-092346",""
"11/16/2018 18:40:17","2","TRESP2B-Trespassing J/O","BPD181116-092273",""
"11/17/2018 03:48:40","2","DISTU2B - Disturbance J/O","BPD181117-092355",""
"11/16/2018 20:39:48","2","PDACCB-Property Damage Acc","BPD181116-092296","20181116-0014817"
"11/16/2018 22:01:38","2","SUSPI2B-Suspicious J/O","BPD181116-092305",""
"11/16/2018 22:19:33","2","TRESP1B-Trespassing I/P","BPD181116-092307","20181116-0014819"
"11/16/2018 22:48:28","2","HAZARB-Hazard","BPD181116-092312",""
"11/16/2018 23:03:32","2","NOISEB-Noise Complaint","BPD181116-092317",""
"11/16/2018 23:57:31","2","HARAS2B-Harassment J/O","BPD181116-092329","20181117-0014821"
"11/17/2018 00:14:38","2","NOISEB-Noise Complaint","BPD181117-092332",""
"11/17/2018 00:52:01","2","NOISEB-Noise Complaint","BPD181117-092336",""
"11/17/2018 01:07:21","2","HAZARB-Hazard","BPD181117-092338",""
"11/17/2018 01:10:01","2","NOISEB-Noise Complaint","BPD181117-092339",""
"11/17/2018 01:10:40","2","NOISEB-Noise Complaint","BPD181117-092340",""
"11/17/2018 01:23:28","2","NOISEB-Noise Complaint","BPD181117-092342",""
"11/17/2018 01:34:40","2","NOISEB-Noise Complaint","BPD181117-092343",""
"11/17/2018 01:38:49","2","NOISEB-Noise Complaint","BPD181117-092344",""
"11/16/2018 17:28:18","2","PDACCB-Property Damage Acc","BPD181116-092249","20181116-0014806"
"11/16/2018 17:41:46","2","PDACCB-Property Damage Acc","BPD181116-092255","20181116-0014809"
"11/16/2018 17:46:21","2","PDACCB-Property Damage Acc","BPD181116-092256",""
"11/16/2018 17:07:00","2","PDACCB-Property Damage Acc","BPD181116-092239","20181116-0014805"
"11/16/2018 17:23:58","2","SUSPI2B-Suspicious J/O","BPD181116-092244",""
"11/16/2018 18:26:35","2","HARAS1B-Harassment I/P","BPD181116-092269",""
"11/16/2018 14:31:40","2","DRUNKB-Drunk Person","BPD181116-092186",""
"11/16/2018 16:19:47","2","CIVILB - Civil Assist","BPD181116-092224",""
"11/16/2018 15:06:16","2","PDACCB-Property Damage Acc","BPD181116-092201","20181116-0014799"
"11/16/2018 15:17:14","2","HARAS1B-Harassment I/P","BPD181116-092208",""
"11/16/2018 15:26:00","2","DRUNKB-Drunk Person","BPD181116-092210",""
"11/16/2018 15:26:02","2","PDACCB-Property Damage Acc","BPD181116-092211",""
"11/16/2018 15:28:04","2","PDACCB-Property Damage Acc","BPD181116-092212","20181116-0014801"
"11/16/2018 15:35:02","2","DRUNKB-Drunk Person","BPD181116-092215",""
"11/16/2018 15:59:10","2","CIVILB - Civil Assist","",""
"11/16/2018 13:04:33","2","CRMIS2B -Criminal Mis J/O","BPD181116-092159","20181116-0014795"
"11/16/2018 12:34:31","2","CRTRE2B - Criminal Tresp J/O","BPD181116-092154",""
"11/16/2018 08:36:45","2","PDACCB-Property Damage Acc","BPD181116-092050","20181116-0014782"
"11/16/2018 00:05:42","2","NOISEB-Noise Complaint","BPD181116-092002",""
"11/15/2018 23:29:58","2","NOISEB-Noise Complaint","BPD181115-091994",""
"11/15/2018 23:52:27","2","NOISEB-Noise Complaint","BPD181115-092000",""
"11/16/2018 03:19:54","2","TRESP2B-Trespassing J/O","BPD181116-092016",""
"11/16/2018 03:55:27","2","DISTU2B - Disturbance J/O","BPD181116-092018",""
"11/16/2018 05:10:55","2","TRESP1B-Trespassing I/P","BPD181116-092020",""
"11/16/2018 09:41:08","2","CIVILB - Civil Assist","BPD181116-092073",""
"11/16/2018 11:11:36","2","HAZARB-Hazard","BPD181116-092115",""
"11/16/2018 11:53:31","2","DRUNKB-Drunk Person","BPD181116-092134",""
"11/16/2018 12:11:11","2","PDACCB-Property Damage Acc","BPD181116-092143",""
"11/15/2018 22:25:26","2","NOISEB-Noise Complaint","BPD181115-091984",""
"11/15/2018 21:29:17","2","SUSPI2B-Suspicious J/O","BPD181115-091974",""
"11/15/2018 17:35:33","2","TRESP1B-Trespassing I/P","BPD181115-091927",""
"11/15/2018 17:28:18","2","PDACCB-Property Damage Acc","BPD181115-091925","20181115-0014764"
"11/15/2018 20:08:04","2","PDACCB-Property Damage Acc","BPD181115-091952","20181115-0014770"
"11/15/2018 20:25:15","2","NOISEB-Noise Complaint","BPD181115-091957",""
"11/15/2018 20:59:13","2","PDACCB-Property Damage Acc","BPD181115-091965","20181115-0014773"
"11/15/2018 21:01:23","2","DISTU1B - Disturbance I/P","BPD181115-091966",""
"11/15/2018 18:08:07","2","TRESP1B-Trespassing I/P","BPD181115-091936",""
"11/15/2018 18:42:13","2","SUSPI1B-Suspicious I/P","BPD181115-091940",""
"11/15/2018 18:43:44","2","HARAS2B-Harassment J/O","BPD181115-091942",""
"11/15/2018 14:21:42","2","ASSISB-Assist","BPD181115-091851",""
"11/15/2018 16:37:15","2","SUSPI2B-Suspicious J/O","BPD181115-091907",""
"11/15/2018 17:14:16","2","PDACCB-Property Damage Acc","BPD181115-091917","20181115-0014763"
"11/15/2018 14:24:33","2","NOISEB-Noise Complaint","BPD181115-091854",""
"11/15/2018 14:29:08","2","SUSPI1B-Suspicious I/P","BPD181115-091855",""
"11/15/2018 14:33:05","2","PDACCB-Property Damage Acc","BPD181115-091858","20181115-0014752"
"11/15/2018 14:34:47","2","HAZARB-Hazard","BPD181115-091859",""
"11/15/2018 14:46:43","2","PDACCB-Property Damage Acc","BPD181115-091862","20181115-0014753"
"11/15/2018 12:59:31","2","PDACCB-Property Damage Acc","BPD181115-091819","20181115-0014744"
"11/15/2018 07:10:35","2","PDACCB-Property Damage Acc","BPD181115-091717",""
"11/15/2018 11:05:17","2","TRESP1B-Trespassing I/P","BPD181115-091789",""
"11/15/2018 10:39:31","2","PDACCB-Property Damage Acc","BPD181115-091771",""
"11/15/2018 08:11:01","2","TRESP2B-Trespassing J/O","BPD181115-091725",""
"11/15/2018 08:55:56","2","DISTU2B - Disturbance J/O","BPD181115-091736",""
"11/15/2018 02:22:19","2","NOISEB-Noise Complaint","BPD181115-091700",""
"11/15/2018 02:23:33","2","CRTRE2B - Criminal Tresp J/O","BPD181115-091701","20181115-0014725"
"11/15/2018 01:01:56","2","NOISEB-Noise Complaint","BPD181115-091694",""
"01/15/2019 22:05:11","2","CRTRE2B - Criminal Tresp J/O","BPD190115-003458",""
"01/15/2019 22:15:52","2","NOISEB-Noise Complaint","BPD190115-003459",""
"01/15/2019 22:58:26","2","NOISEB-Noise Complaint","BPD190115-003462",""
"01/15/2019 23:23:36","2","DRUNKB-Drunk Person","BPD190115-003463","20190115-0000498"
"01/15/2019 23:32:23","2","DISTU2B - Disturbance J/O","BPD190115-003464",""
"11/15/2018 00:15:36","2","NOISEB-Noise Complaint","BPD181115-091686",""
"11/15/2018 00:41:05","2","NOISEB-Noise Complaint","BPD181115-091689",""
"01/15/2019 18:48:41","2","CIVILB - Civil Assist","BPD190115-003431",""
"01/15/2019 19:03:57","2","NOISEB-Noise Complaint","BPD190115-003432",""
"01/15/2019 19:37:30","2","DRUNKB-Drunk Person","BPD190115-003436",""
"01/15/2019 19:38:37","2","HAZARB-Hazard","BPD190115-003437","20190115-0000493"
"01/15/2019 19:44:41","2","HARAS2B-Harassment J/O","BPD190115-003439",""
"01/15/2019 20:03:31","2","DRUNKB-Drunk Person","BPD190115-003441",""
"01/15/2019 16:02:26","2","CIVILB - Civil Assist","BPD190115-003392",""
"01/15/2019 17:35:45","2","PDACCB-Property Damage Acc","BPD190115-003413","20190115-0000484"
"01/15/2019 17:36:08","2","PDACCB-Property Damage Acc","BPD190115-003414","20190115-0000486"
"01/15/2019 17:38:03","2","PDACCB-Property Damage Acc","BPD190115-003416","20190115-0000487"
"01/15/2019 17:57:33","2","PDACCB-Property Damage Acc","BPD190115-003415","20190115-0000489"
"01/15/2019 15:04:29","2","PDACCB-Property Damage Acc","BPD190115-003364","20190115-0000477"
"01/14/2019 10:03:28","2","HAZARB-Hazard","BPD190114-002961",""
"01/15/2019 15:20:13","2","HARAS2B-Harassment J/O","BPD190115-003373",""
"01/15/2019 14:08:46","2","NOISEB-Noise Complaint","BPD190115-003348",""
"01/15/2019 14:09:41","2","PDACCB-Property Damage Acc","BPD190115-003349","20190115-0000473"
"01/15/2019 14:14:44","2","LILAWB-Liquor Law","BPD190115-003351","20190115-0000472"
"01/15/2019 11:37:34","2","SUSPI1B-Suspicious I/P","BPD190115-003308",""
"01/15/2019 11:50:15","2","DISTU2B - Disturbance J/O","BPD190115-003311",""
"01/15/2019 11:53:24","2","NOISEB-Noise Complaint","BPD190115-003315",""
"01/15/2019 08:59:36","2","SUSPI2B-Suspicious J/O","BPD190115-003269",""
"01/15/2019 10:17:02","2","PDACCB-Property Damage Acc","BPD190115-003281",""
"01/15/2019 10:23:52","2","PDACCB-Property Damage Acc","BPD190115-003282",""
"01/15/2019 05:18:33","2","NOISEB-Noise Complaint","BPD190115-003232",""
"01/15/2019 00:50:04","2","NOISEB-Noise Complaint","BPD190115-003212",""
"01/15/2019 01:00:57","2","NOISEB-Noise Complaint","BPD190115-003213",""
"01/15/2019 01:36:30","2","NOISEB-Noise Complaint","BPD190115-003220",""
"01/14/2019 18:22:23","2","PDACCB-Property Damage Acc","BPD190114-003156",""
"01/14/2019 19:49:56","2","HARAS1B-Harassment I/P","BPD190114-003166",""
"01/14/2019 20:13:30","2","TRESP2B-Trespassing J/O","BPD190114-003179",""
"01/14/2019 20:38:37","2","HARAS2B-Harassment J/O","BPD190114-003183",""
"01/14/2019 22:26:49","2","NOISEB-Noise Complaint","BPD190114-003196",""
"01/14/2019 22:51:16","2","NOISEB-Noise Complaint","BPD190114-003198",""
"01/14/2019 23:07:30","2","NOISEB-Noise Complaint","BPD190114-003203",""
"01/14/2019 18:59:41","2","SUSPI2B-Suspicious J/O","BPD190114-003161",""
"01/14/2019 19:02:53","2","SUSPI2B-Suspicious J/O","BPD190114-003163",""
"01/14/2019 16:20:46","2","HAZARB-Hazard","BPD190114-003123",""
"01/14/2019 16:26:09","2","PDACCB-Property Damage Acc","BPD190114-003126","20190114-0000447"
"01/14/2019 16:28:10","2","HAZARB-Hazard","BPD190114-003127",""
"01/14/2019 17:47:34","2","CIVILB - Civil Assist","BPD190114-003147",""
"01/14/2019 17:52:29","2","PDACCB-Property Damage Acc","BPD190114-003148","20190114-0000453"
"01/14/2019 15:26:35","2","PDACCB-Property Damage Acc","BPD190114-003100","20190114-0000445"
"01/14/2019 15:45:12","2","PDACCB-Property Damage Acc","BPD190114-003106",""
"01/14/2019 15:50:20","2","PDACCB-Property Damage Acc","BPD190114-003112",""
"01/14/2019 12:11:38","2","TRESP1B-Trespassing I/P","BPD190114-003049",""
"01/14/2019 13:57:25","2","TRESP1B-Trespassing I/P","BPD190114-003069",""
"01/14/2019 14:10:18","2","CIVILB - Civil Assist","BPD190114-003073",""
"01/14/2019 12:05:31","2","PDACCB-Property Damage Acc","BPD190114-003031",""
"01/14/2019 11:19:29","2","PDACCB-Property Damage Acc","BPD190114-002992","20190114-0000433"
"01/14/2019 09:33:44","2","PDACCB-Property Damage Acc","BPD190114-002949",""
"01/14/2019 11:43:38","2","HAZARB-Hazard","BPD190114-003007",""
"01/14/2019 12:02:31","2","PDACCB-Property Damage Acc","BPD190114-003021",""
"01/14/2019 01:11:12","2","NOISEB-Noise Complaint","BPD190114-002906",""
"01/14/2019 07:29:32","2","NOISEB-Noise Complaint","BPD190114-002924",""
"01/14/2019 06:12:22","2","TRESP1B-Trespassing I/P","BPD190114-002919",""
"01/13/2019 23:25:18","2","NOISEB-Noise Complaint","BPD190113-002897",""
"01/14/2019 00:25:44","2","DRUNKB-Drunk Person","BPD190114-002902","20190114-0000426"
"01/13/2019 23:11:37","2","PDACCB-Property Damage Acc","BPD190113-002892","20190113-0000423"
"01/13/2019 21:32:51","2","TRESP1B-Trespassing I/P","BPD190113-002882",""
"01/13/2019 20:06:42","2","HARAS2B-Harassment J/O","BPD190113-002867",""
"01/13/2019 18:18:19","2","DISTU2B - Disturbance J/O","BPD190113-002849",""
"01/13/2019 16:37:55","2","TRESP1B-Trespassing I/P","BPD190113-002829",""
"01/13/2019 17:11:01","2","TRESP2B-Trespassing J/O","BPD190113-002835",""
"01/13/2019 17:12:23","2","DRUNKB-Drunk Person","BPD190113-002837",""
"01/13/2019 17:55:10","2","CIVILB - Civil Assist","BPD190113-002843",""
"01/13/2019 12:22:32","2","SUSPI1B-Suspicious I/P","BPD190113-002779","20190113-0000413"
"01/13/2019 12:45:03","2","INEXP2B-Indecent Exposure J/O","BPD190113-002782",""
"01/13/2019 14:32:27","2","PDACCB-Property Damage Acc","BPD190113-002806","20190113-0000415"
"01/13/2019 15:07:43","2","OAAB-Other Agency Assis","BPDBC190113-002812",""
"01/13/2019 15:50:05","2","SUSPI1B-Suspicious I/P","BPD190113-002815",""
"01/13/2019 09:09:18","2","CIVILB - Civil Assist","BPD190113-002755","20190113-0000407"
"01/13/2019 09:22:44","2","TRESP1B-Trespassing I/P","BPD190113-002757",""
"01/13/2019 02:10:37","2","NOISEB-Noise Complaint","BPD190113-002735",""
"01/13/2019 03:18:53","2","NOISEB-Noise Complaint","BPD190113-002741",""
"01/12/2019 23:28:57","2","NOISEB-Noise Complaint","BPD190112-002720",""
"01/13/2019 00:16:53","2","DISTU2B - Disturbance J/O","BPD190113-002726","20190113-0000403"
"01/13/2019 00:25:41","2","NOISEB-Noise Complaint","BPD190113-002729",""
"01/12/2019 19:18:22","2","HARAS2B-Harassment J/O","BPD190112-002692",""
"01/12/2019 19:36:39","2","ASSAU2B - Assault J/O","BPD190112-002698",""
"01/12/2019 19:55:20","2","NOISEB-Noise Complaint","BPD190112-002701","20190112-0000396"
"01/12/2019 22:41:34","2","SUSPI2B-Suspicious J/O","BPD190112-002714",""
"01/12/2019 22:55:54","2","NOISEB-Noise Complaint","BPD190112-002715",""
"01/12/2019 23:04:57","2","NOISEB-Noise Complaint","BPD190112-002716","20190112-0000401"
"01/12/2019 23:16:13","2","NOISEB-Noise Complaint","BPD190112-002717",""
"01/12/2019 16:09:19","2","PDACCB-Property Damage Acc","BPD190112-002664","20190112-0000389"
"01/12/2019 16:24:55","2","HAZARB-Hazard","BPD190112-002666",""
"01/12/2019 16:33:23","2","PDACCB-Property Damage Acc","BPD190112-002669","20190112-0000391"
"01/12/2019 14:39:39","2","CIVILB - Civil Assist","BPD190112-002645",""
"01/12/2019 13:44:47","2","PDACCB-Property Damage Acc","BPD190112-002635","20190112-0000384"
"01/12/2019 09:19:25","2","CIVILB - Civil Assist","BPD190112-002582",""
"01/12/2019 15:24:21","2","HAZARB-Hazard","BPD190112-002657",""
"01/12/2019 11:10:19","2","TRESP1B-Trespassing I/P","BPD190112-002609",""
"01/12/2019 02:21:59","2","NOISEB-Noise Complaint","BPD190112-002549",""
"01/12/2019 02:33:08","2","DRUNKB-Drunk Person","BPD190112-002551",""
"01/11/2019 23:31:31","2","NOISEB-Noise Complaint","BPD190111-002529",""
"01/12/2019 00:22:44","2","NOISEB-Noise Complaint","BPD190112-002538",""
"01/11/2019 22:12:18","2","NOISEB-Noise Complaint","BPD190111-002520",""
"01/11/2019 22:37:13","2","NOISEB-Noise Complaint","BPD190111-002523",""
"01/11/2019 22:43:47","2","NOISEB-Noise Complaint","BPD190111-002527",""
"01/11/2019 20:47:29","2","NOISEB-Noise Complaint","BPD190111-002514",""
"01/11/2019 21:54:02","2","SUSPI2B-Suspicious J/O","BPD190111-002517",""
"01/11/2019 18:13:31","2","PDACCB-Property Damage Acc","BPD190111-002480",""
"01/11/2019 19:00:54","2","HAZARB-Hazard","BPD190111-002488",""
"01/11/2019 19:26:42","2","SUSPI2B-Suspicious J/O","BPD190111-002492",""
"01/11/2019 17:02:37","2","PDACCB-Property Damage Acc","BPD190111-002455",""
"01/11/2019 17:03:29","2","CIVILB - Civil Assist","BPD190111-002456",""
"01/11/2019 17:13:39","2","ASSAU2B - Assault J/O","BPD190111-002463",""
"01/11/2019 17:26:18","2","HAZARB-Hazard","BPD190111-002468",""
"01/11/2019 15:49:37","2","CIVILB - Civil Assist","BPD190111-002439",""
"01/11/2019 12:14:39","2","PDACCB-Property Damage Acc","BPD190111-002390","20190111-0000354"
"01/11/2019 12:42:11","2","TRESP1B-Trespassing I/P","BPD190111-002395",""
"01/11/2019 12:12:18","2","PDACCB-Property Damage Acc","BPD190111-002387","20190111-0000353"
"01/11/2019 08:54:53","2","PDACCB-Property Damage Acc","BPD190111-002321","20190111-0000348"
"01/11/2019 10:48:50","2","PDACCB-Property Damage Acc","BPD190111-002373",""
"01/11/2019 10:39:50","2","PDACCB-Property Damage Acc","BPD190111-002366",""
"01/11/2019 10:40:35","2","PDACCB-Property Damage Acc","BPD190111-002367",""
"01/11/2019 10:42:39","2","PDACCB-Property Damage Acc","BPD190111-002371",""
"01/11/2019 10:03:25","2","PDACCB-Property Damage Acc","BPD190111-002347",""
"01/11/2019 10:04:03","2","PDACCB-Property Damage Acc","BPD190111-002349",""
"01/11/2019 10:04:31","2","PDACCB-Property Damage Acc","BPD190111-002350",""
"01/11/2019 10:02:49","2","PDACCB-Property Damage Acc","BPD190111-002345",""
"01/11/2019 10:18:01","2","ASSISB-Assist","BPD190111-002357",""
